# px1=60,90  px2=120,150  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
56,16197,16188.2,15591,15594.5
57,16187,16189.9,15600,15600.0
58,16205,16197.0,15608,15605.4
59,16203,16205.8,15613,15608.0
60,16229,16211.4,15617,15606.2
61,16216,16210.9,15592,15601.0
62,16234,16204.4,15586,15595.3
63,16193,16195.6,15587,15592.1
64,16202,16189.1,15597,15593.2
65,16177,16188.6,15600,15598.0
66,16199,16194.2,15601,15603.8
67,16193,16203.0,15602,15607.6
68,16207,16210.1,15607,15607.3
69,16208,16211.8,15609,15603.0
70,16199,16207.1,15583,15597.1
71,16193,16198.5,15604,15592.8
72,16186,16190.8,15611,15592.4
73,16192,16188.0,15587,15596.1
74,16185,16191.8,15604,15601.9
75,16191,16200.0,15626,15606.7
76,16200,16208.2,15613,15607.9
77,16224,16212.0,15604,15604.7
78,16201,16209.2,15597,15599.0
79,16204,16201.5,15601,15593.9
80,16193,16192.9,15581,15592.0
81,16189,16188.2,15589,15594.5
82,16172,16189.9,15594,15600.0
83,16186,16197.0,15610,15605.4
84,16221,16205.8,15623,15608.0
85,16207,16211.4,15602,15606.2
86,16216,16210.9,15610,15601.0
87,16201,16204.4,15594,15595.3
88,16213,16195.6,15591,15592.1
89,16185,16189.1,15594,15593.2
90,16193,16188.6,15590,15598.0
91,16192,16194.2,15594,15603.8
92,16201,16203.0,15623,15607.6
93,16216,16210.1,15607,15607.3
94,16204,16211.8,15600,15603.0
95,16215,16207.1,15593,15597.1
96,16210,16198.5,15582,15592.8
97,16188,16190.8,15606,15592.4
98,16172,16188.0,15606,15596.1
99,16177,16191.8,15601,15601.9
100,16199,16200.0,15613,15606.7
101,16183,16208.2,15593,15607.9
102,16207,16212.0,15605,15604.7
103,16202,16209.2,15597,15599.0
104,16192,16201.5,15591,15593.9
105,16186,16192.9,15594,15592.0
106,16193,16188.2,15606,15594.5
107,16185,16189.9,15597,15600.0
108,16197,16197.0,15603,15605.4
109,16205,16205.8,15595,15608.0
110,16214,16211.4,15599,15606.2
111,16203,16210.9,15588,15601.0
112,16214,16204.4,15594,15595.3
113,16205,16195.6,15594,15592.1
114,16176,16189.1,15585,15593.2
115,16195,16188.6,15592,15598.0
116,16185,16194.2,15602,15603.8
117,16202,16203.0,15600,15607.6
118,16208,16210.1,15603,15607.3
119,16191,16211.8,15607,15603.0
120,16201,16207.1,15608,15597.1
121,16189,16198.5,15580,15592.8
122,16200,16190.8,15580,15592.4
123,16183,16188.0,15601,15596.1
124,16189,16191.8,15589,15601.9
125,16202,16200.0,15605,15606.7
126,16218,16208.2,15613,15607.9
127,16236,16212.0,15592,15604.7
128,16209,16209.2,15591,15599.0
129,16211,16201.5,15600,15593.9
130,16199,16192.9,15586,15592.0
131,16182,16188.2,15578,15594.5
132,16204,16189.9,15604,15600.0
133,16195,16197.0,15613,15605.4
134,16212,16205.8,15616,15608.0
135,16198,16211.4,15600,15606.2
136,16212,16210.9,15604,15601.0
137,16212,16204.4,15587,15595.3
138,16197,16195.6,15610,15592.1
139,16195,16189.1,15600,15593.2
140,16188,16188.6,15604,15598.0
141,16209,16194.2,15605,15603.8
142,16213,16203.0,15601,15607.6
143,16215,16210.1,15614,15607.3
144,16206,16211.8,15612,15603.0
145,16202,16207.1,15591,15597.1
146,16198,16198.5,15608,15592.8
147,16193,16190.8,15600,15592.4
148,16182,16188.0,15597,15596.1
149,16182,16191.8,15597,15601.9
150,16207,16200.0,15606,15606.7
151,16220,16208.2,15606,15607.9
152,16210,16212.0,15615,15604.7
153,16204,16209.2,15587,15599.0
154,16212,16201.5,15597,15593.9
155,16176,16192.9,15592,15592.0
156,16185,16188.2,15608,15594.5
157,16184,16189.9,15595,15600.0
158,16190,16197.0,15597,15605.4
159,16200,16205.8,15596,15608.0
160,16203,16211.4,15593,15606.2
161,16199,16210.9,15589,15601.0
162,16200,16204.4,15590,15595.3
163,16186,16195.6,15596,15592.1
164,16189,16189.1,15590,15593.2
165,16185,16188.6,15611,15598.0
166,16196,16194.2,15608,15603.8
167,16182,16203.0,15602,15607.6
168,16193,16210.1,15604,15607.3
169,16215,16211.8,15598,15603.0
170,16211,16207.1,15589,15597.1
171,16203,16198.5,15580,15592.8
172,16189,16190.8,15596,15592.4
173,16192,16188.0,15595,15596.1
174,16207,16191.8,15599,15601.9
175,16196,16200.0,15585,15606.7
176,16222,16208.2,15605,15607.9
177,16203,16212.0,15615,15604.7
178,16219,16209.2,15600,15599.0
179,16190,16201.5,15597,15593.9
180,16188,16192.9,15583,15592.0
181,16197,16188.2,15577,15594.5
182,16194,16189.9,15604,15600.0
183,16213,16197.0,15608,15605.4
184,16189,16205.8,15601,15608.0
185,16212,16211.4,15609,15606.2
186,16219,16210.9,15585,15601.0
187,16202,16204.4,15603,15595.3
188,16208,16195.6,15607,15592.1
189,16186,16189.1,15602,15593.2
190,16202,16188.6,15608,15598.0
191,16200,16194.2,15610,15603.8
192,16197,16203.0,15596,15607.6
193,16218,16210.1,15604,15607.3
194,16212,16211.8,15598,15603.0
195,16204,16207.1,15599,15597.1
196,16190,16198.5,15593,15592.8
197,16193,16190.8,15592,15592.4
198,16182,16188.0,15602,15596.1
199,16207,16191.8,15597,15601.9
200,16210,16200.0,15614,15606.7
201,16187,16208.2,15602,15607.9
202,16207,16212.0,15611,15604.7
203,16211,16209.2,15603,15599.0
204,16207,16201.5,15587,15593.9
205,16187,16192.9,15582,15592.0
206,16187,16188.2,15594,15594.5
207,16191,16189.9,15594,15600.0
208,16204,16197.0,15613,15605.4
209,16218,16205.8,15614,15608.0
210,16213,16211.4,15612,15606.2
211,16216,16210.9,15596,15601.0
212,16215,16204.4,15609,15595.3
213,16211,16195.6,15592,15592.1
214,16192,16189.1,15597,15593.2
215,16189,16188.6,15603,15598.0
216,16193,16194.2,15602,15603.8
217,16217,16203.0,15609,15607.6
218,16211,16210.1,15614,15607.3
219,16213,16211.8,15605,15603.0
220,16207,16207.1,15587,15597.1
221,16198,16198.5,15584,15592.8
222,16192,16190.8,15583,15592.4
223,16195,16188.0,15602,15596.1
224,16194,16191.8,15601,15601.9
225,16203,16200.0,15591,15606.7
226,16199,16208.2,15607,15607.9
227,16215,16212.0,15604,15604.7
228,16201,16209.2,15600,15599.0
229,16198,16201.5,15585,15593.9
230,16196,16192.9,15590,15592.0
231,16198,16188.2,15600,15594.5
232,16196,16189.9,15603,15600.0
233,16190,16197.0,15598,15605.4
234,16194,16205.8,15631,15608.0
235,16203,16211.4,15605,15606.2
236,16208,16210.9,15599,15601.0
237,16200,16204.4,15580,15595.3
238,16188,16195.6,15581,15592.1
239,16188,16189.1,15588,15593.2
240,16183,16188.6,15600,15598.0
241,16190,16194.2,15611,15603.8
242,16200,16203.0,15609,15607.6
243,16200,16210.1,15613,15607.3
244,16209,16211.8,15606,15603.0
245,16210,16207.1,15596,15597.1
246,16200,16198.5,15590,15592.8
247,16202,16190.8,15600,15592.4
248,16192,16188.0,15587,15596.1
249,16183,16191.8,15597,15601.9
250,16198,16200.0,15610,15606.7
251,16201,16208.2,15617,15607.9
252,16212,16212.0,15589,15604.7
253,16205,16209.2,15578,15599.0
254,16195,16201.5,15589,15593.9
255,16188,16192.9,15589,15592.0
256,16185,16188.2,15590,15594.5
257,16202,16189.9,15610,15600.0
258,16188,16197.0,15615,15605.4
259,16193,16205.8,15601,15608.0
260,16224,16211.4,15588,15606.2
261,16215,16210.9,15591,15601.0
262,16203,16204.4,15594,15595.3
263,16209,16195.6,15586,15592.1
264,16189,16189.1,15598,15593.2
265,16187,16188.6,15591,15598.0
266,16194,16194.2,15605,15603.8
267,16210,16203.0,15600,15607.6
268,16207,16210.1,15610,15607.3
269,16210,16211.8,15602,15603.0
270,16207,16207.1,15592,15597.1
271,16192,16198.5,15596,15592.8
272,16182,16190.8,15602,15592.4
273,16190,16188.0,15586,15596.1
274,16194,16191.8,15603,15601.9
275,16206,16200.0,15616,15606.7
276,16205,16208.2,15602,15607.9
277,16207,16212.0,15597,15604.7
278,16203,16209.2,15601,15599.0
279,16202,16201.5,15590,15593.9
280,16187,16192.9,15595,15592.0
281,16184,16188.2,15586,15594.5
282,16189,16189.9,15598,15600.0
283,16188,16197.0,15612,15605.4
284,16213,16205.8,15608,15608.0
285,16212,16211.4,15610,15606.2
286,16211,16210.9,15608,15601.0
287,16218,16204.4,15596,15595.3
288,16199,16195.6,15599,15592.1
289,16186,16189.1,15584,15593.2
290,16196,16188.6,15585,15598.0
291,16209,16194.2,15611,15603.8
292,16204,16203.0,15608,15607.6
293,16224,16210.1,15600,15607.3
294,16203,16211.8,15598,15603.0
295,16205,16207.1,15589,15597.1
296,16200,16198.5,15594,15592.8
297,16184,16190.8,15605,15592.4
298,16177,16188.0,15586,15596.1
299,16195,16191.8,15600,15601.9
