# px1=20,220  px2=110,80  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
100,16601,16600.0,15711,15710.1
101,16599,16607.4,15706,15712.0
102,16620,16613.7,15708,15710.2
103,16618,16618.1,15688,15705.2
104,16615,16620.0,15705,15698.6
105,16613,16619.0,15685,15692.4
106,16618,16615.4,15693,15688.6
107,16612,16609.6,15684,15688.4
108,16609,16602.5,15705,15691.7
109,16604,16595.0,15685,15697.7
110,16612,16588.2,15694,15704.4
111,16573,16583.1,15712,15709.7
112,16580,16580.4,15715,15712.0
113,16591,16580.4,15718,15710.5
114,16576,16583.1,15706,15705.8
115,16596,16588.2,15708,15699.3
116,16604,16595.0,15700,15693.0
117,16608,16602.5,15685,15688.9
118,16599,16609.6,15692,15688.2
119,16612,16615.4,15701,15691.2
120,16612,16619.0,15694,15697.0
121,16617,16620.0,15711,15703.6
122,16624,16618.1,15709,15709.2
123,16616,16613.7,15725,15711.9
124,16593,16607.4,15717,15710.9
125,16609,16600.0,15716,15706.5
126,16599,16592.6,15694,15700.1
127,16582,16586.3,15699,15693.6
128,16577,16581.9,15688,15689.2
129,16568,16580.0,15679,15688.1
130,16584,16581.0,15687,15690.7
131,16579,16584.6,15695,15696.2
132,16593,16590.4,15701,15702.9
133,16599,16597.5,15709,15708.7
134,16603,16605.0,15712,15711.8
135,16605,16611.8,15707,15711.2
136,16602,16616.9,15698,15707.1
137,16610,16619.6,15698,15700.8
138,16629,16619.6,15694,15694.3
139,16618,16616.9,15682,15689.5
140,16614,16611.8,15702,15688.0
141,16604,16605.0,15684,15690.3
142,16588,16597.5,15698,15695.5
143,16583,16590.4,15708,15702.2
144,16576,16584.6,15695,15708.2
145,16585,16581.0,15701,15711.6
146,16585,16580.0,15720,15711.4
147,16577,16581.9,15709,15707.7
148,16597,16586.3,15698,15701.6
149,16605,16592.6,15692,15694.9
150,16592,16600.0,15691,15689.9
151,16609,16607.4,15697,15688.0
152,16621,16613.7,15693,15689.8
153,16623,16618.1,15696,15694.8
154,16626,16620.0,15697,15701.4
155,16610,16619.0,15709,15707.6
156,16637,16615.4,15718,15711.4
157,16604,16609.6,15723,15711.6
158,16588,16602.5,15706,15708.3
159,16598,16595.0,15697,15702.3
160,16583,16588.2,15694,15695.6
161,16579,16583.1,15684,15690.3
162,16572,16580.4,15676,15688.0
163,16573,16580.4,15689,15689.5
164,16591,16583.1,15689,15694.2
165,16579,16588.2,15714,15700.7
166,16586,16595.0,15708,15707.0
167,16595,16602.5,15705,15711.1
168,16613,16609.6,15715,15711.8
169,16626,16615.4,15714,15708.8
170,16620,16619.0,15708,15703.0
171,16612,16620.0,15706,15696.4
172,16622,16618.1,15695,15690.8
173,16618,16613.7,15676,15688.1
174,16598,16607.4,15690,15689.1
175,16601,16600.0,15698,15693.5
176,16593,16592.6,15698,15699.9
177,16596,16586.3,15709,15706.4
178,16588,16581.9,15720,15710.8
179,16590,16580.0,15714,15711.9
180,16587,16581.0,15711,15709.3
181,16593,16584.6,15722,15703.8
182,16582,16590.4,15691,15697.1
183,16610,16597.5,15693,15691.3
184,16602,16605.0,15683,15688.2
185,16619,16611.8,15693,15688.8
186,16633,16616.9,15692,15692.9
187,16627,16619.6,15712,15699.2
188,16608,16619.6,15697,15705.7
189,16619,16616.9,15706,15710.5
190,16608,16611.8,15707,15712.0
191,16604,16605.0,15703,15709.7
192,16587,16597.5,15708,15704.5
193,16591,16590.4,15706,15697.8
194,16589,16584.6,15695,15691.8
195,16587,16581.0,15681,15688.4
196,16576,16580.0,15691,15688.6
197,16589,16581.9,15697,15692.3
198,16585,16586.3,15697,15698.4
199,16595,16592.6,15696,15705.1
200,16607,16600.0,15716,15710.1
201,16615,16607.4,15720,15712.0
202,16622,16613.7,15695,15710.2
203,16620,16618.1,15694,15705.2
204,16612,16620.0,15697,15698.6
205,16628,16619.0,15695,15692.4
206,16617,16615.4,15703,15688.6
207,16612,16609.6,15681,15688.4
208,16591,16602.5,15685,15691.7
209,16596,16595.0,15685,15697.7
210,16592,16588.2,15707,15704.4
211,16577,16583.1,15711,15709.7
212,16584,16580.4,15707,15712.0
213,16586,16580.4,15705,15710.5
214,16588,16583.1,15717,15705.8
215,16591,16588.2,15689,15699.3
216,16596,16595.0,15694,15693.0
217,16596,16602.5,15679,15688.9
218,16607,16609.6,15695,15688.2
219,16622,16615.4,15701,15691.2
220,16619,16619.0,15713,15697.0
221,16613,16620.0,15707,15703.6
222,16616,16618.1,15721,15709.2
223,16614,16613.7,15704,15711.9
224,16609,16607.4,15702,15710.9
225,16593,16600.0,15714,15706.5
226,16592,16592.6,15707,15700.1
227,16579,16586.3,15704,15693.6
228,16581,16581.9,15674,15689.2
229,16573,16580.0,15677,15688.1
230,16569,16581.0,15695,15690.7
231,16588,16584.6,15701,15696.2
232,16584,16590.4,15707,15702.9
233,16586,16597.5,15705,15708.7
234,16604,16605.0,15707,15711.8
235,16613,16611.8,15711,15711.2
236,16621,16616.9,15710,15707.1
237,16627,16619.6,15697,15700.8
238,16625,16619.6,15696,15694.3
239,16619,16616.9,15691,15689.5
240,16595,16611.8,15703,15688.0
241,16598,16605.0,15684,15690.3
242,16595,16597.5,15685,15695.5
243,16604,16590.4,15697,15702.2
244,16579,16584.6,15702,15708.2
245,16584,16581.0,15723,15711.6
246,16582,16580.0,15705,15711.4
247,16592,16581.9,15710,15707.7
248,16581,16586.3,15701,15701.6
249,16594,16592.6,15697,15694.9
250,16600,16600.0,15690,15689.9
251,16622,16607.4,15711,15688.0
252,16615,16613.7,15682,15689.8
253,16610,16618.1,15701,15694.8
254,16607,16620.0,15700,15701.4
255,16622,16619.0,15709,15707.6
256,16612,16615.4,15726,15711.4
257,16616,16609.6,15708,15711.6
258,16609,16602.5,15707,15708.3
259,16591,16595.0,15699,15702.3
260,16598,16588.2,15691,15695.6
261,16583,16583.1,15698,15690.3
262,16583,16580.4,15690,15688.0
263,16575,16580.4,15708,15689.5
264,16590,16583.1,15675,15694.2
265,16599,16588.2,15690,15700.7
266,16584,16595.0,15701,15707.0
267,16613,16602.5,15709,15711.1
268,16611,16609.6,15698,15711.8
269,16624,16615.4,15707,15708.8
270,16609,16619.0,15706,15703.0
271,16624,16620.0,15697,15696.4
272,16628,16618.1,15695,15690.8
273,16626,16613.7,15688,15688.1
274,16608,16607.4,15696,15689.1
275,16609,16600.0,15691,15693.5
276,16608,16592.6,15701,15699.9
277,16586,16586.3,15710,15706.4
278,16575,16581.9,15698,15710.8
279,16596,16580.0,15720,15711.9
280,16574,16581.0,15710,15709.3
281,16590,16584.6,15700,15703.8
282,16602,16590.4,15693,15697.1
283,16605,16597.5,15686,15691.3
284,16609,16605.0,15701,15688.2
285,16616,16611.8,15685,15688.8
286,16619,16616.9,15699,15692.9
287,16616,16619.6,15696,15699.2
288,16634,16619.6,15717,15705.7
289,16612,16616.9,15700,15710.5
290,16601,16611.8,15703,15712.0
291,16603,16605.0,15709,15709.7
292,16586,16597.5,15706,15704.5
293,16567,16590.4,15699,15697.8
294,16597,16584.6,15682,15691.8
295,16558,16581.0,15690,15688.4
296,16586,16580.0,15685,15688.6
297,16584,16581.9,15703,15692.3
298,16600,16586.3,15703,15698.4
299,16583,16592.6,15706,15705.1
