# px1=45,112  px2=80,200  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
101,16511,16508.7,15806,15809.7
102,16510,16515.2,15810,15810.0
103,16516,16518.0,15811,15809.3
104,16499,16516.3,15824,15807.7
105,16509,16510.6,15819,15805.4
106,16494,16502.3,15805,15802.5
107,16519,16493.4,15792,15799.4
108,16474,16486.1,15792,15796.4
109,16486,16482.3,15799,15793.7
110,16493,16482.9,15790,15791.6
111,16475,16487.7,15787,15790.3
112,16505,16495.5,15794,15790.0
113,16489,16504.5,15790,15790.7
114,16524,16512.3,15809,15792.3
115,16522,16517.1,15797,15794.6
116,16508,16517.7,15791,15797.5
117,16514,16513.9,15805,15800.6
118,16511,16506.6,15800,15803.6
119,16489,16497.7,15800,15806.3
120,16480,16489.4,15814,15808.4
121,16465,16483.7,15807,15809.7
122,16486,16482.0,15822,15810.0
123,16485,16484.8,15817,15809.3
124,16488,16491.3,15802,15807.7
125,16495,16500.0,15818,15805.4
126,16517,16508.7,15806,15802.5
127,16542,16515.2,15799,15799.4
128,16523,16518.0,15799,15796.4
129,16515,16516.3,15812,15793.7
130,16523,16510.6,15780,15791.6
131,16499,16502.3,15794,15790.3
132,16500,16493.4,15779,15790.0
133,16468,16486.1,15775,15790.7
134,16482,16482.3,15791,15792.3
135,16486,16482.9,15788,15794.6
136,16478,16487.7,15781,15797.5
137,16498,16495.5,15804,15800.6
138,16512,16504.5,15810,15803.6
139,16511,16512.3,15817,15806.3
140,16516,16517.1,15803,15808.4
141,16514,16517.7,15805,15809.7
142,16497,16513.9,15811,15810.0
143,16509,16506.6,15806,15809.3
144,16492,16497.7,15811,15807.7
145,16503,16489.4,15806,15805.4
146,16480,16483.7,15798,15802.5
147,16481,16482.0,15789,15799.4
148,16484,16484.8,15797,15796.4
149,16506,16491.3,15801,15793.7
150,16508,16500.0,15786,15791.6
151,16514,16508.7,15781,15790.3
152,16518,16515.2,15793,15790.0
153,16512,16518.0,15807,15790.7
154,16521,16516.3,15777,15792.3
155,16515,16510.6,15791,15794.6
156,16502,16502.3,15801,15797.5
157,16496,16493.4,15784,15800.6
158,16477,16486.1,15810,15803.6
159,16493,16482.3,15822,15806.3
160,16497,16482.9,15792,15808.4
161,16494,16487.7,15794,15809.7
162,16508,16495.5,15812,15810.0
163,16495,16504.5,15825,15809.3
164,16517,16512.3,15793,15807.7
165,16519,16517.1,15800,15805.4
166,16519,16517.7,15799,15802.5
167,16525,16513.9,15788,15799.4
168,16509,16506.6,15811,15796.4
169,16491,16497.7,15795,15793.7
170,16491,16489.4,15786,15791.6
171,16489,16483.7,15791,15790.3
172,16474,16482.0,15804,15790.0
173,16491,16484.8,15789,15790.7
174,16486,16491.3,15786,15792.3
175,16510,16500.0,15793,15794.6
176,16512,16508.7,15796,15797.5
177,16520,16515.2,15800,15800.6
178,16524,16518.0,15802,15803.6
179,16523,16516.3,15812,15806.3
180,16510,16510.6,15802,15808.4
181,16495,16502.3,15804,15809.7
182,16485,16493.4,15817,15810.0
183,16486,16486.1,15822,15809.3
184,16501,16482.3,15808,15807.7
185,16470,16482.9,15802,15805.4
186,16487,16487.7,15791,15802.5
187,16494,16495.5,15802,15799.4
188,16501,16504.5,15790,15796.4
189,16506,16512.3,15808,15793.7
190,16516,16517.1,15785,15791.6
191,16515,16517.7,15798,15790.3
192,16508,16513.9,15794,15790.0
193,16512,16506.6,15797,15790.7
194,16509,16497.7,15788,15792.3
195,16498,16489.4,15788,15794.6
196,16481,16483.7,15807,15797.5
197,16489,16482.0,15801,15800.6
198,16475,16484.8,15808,15803.6
199,16486,16491.3,15799,15806.3
200,16495,16500.0,15810,15808.4
201,16492,16508.7,15813,15809.7
202,16517,16515.2,15805,15810.0
203,16526,16518.0,15814,15809.3
204,16511,16516.3,15802,15807.7
205,16516,16510.6,15793,15805.4
206,16500,16502.3,15797,15802.5
207,16494,16493.4,15801,15799.4
208,16486,16486.1,15805,15796.4
209,16484,16482.3,15791,15793.7
210,16473,16482.9,15797,15791.6
211,16492,16487.7,15802,15790.3
212,16490,16495.5,15790,15790.0
213,16504,16504.5,15790,15790.7
214,16512,16512.3,15779,15792.3
215,16524,16517.1,15800,15794.6
216,16527,16517.7,15815,15797.5
217,16511,16513.9,15800,15800.6
218,16507,16506.6,15819,15803.6
219,16484,16497.7,15810,15806.3
220,16478,16489.4,15788,15808.4
221,16468,16483.7,15799,15809.7
222,16491,16482.0,15803,15810.0
223,16483,16484.8,15800,15809.3
224,16496,16491.3,15799,15807.7
225,16511,16500.0,15797,15805.4
226,16503,16508.7,15804,15802.5
227,16515,16515.2,15811,15799.4
228,16519,16518.0,15787,15796.4
229,16512,16516.3,15789,15793.7
230,16516,16510.6,15795,15791.6
231,16501,16502.3,15797,15790.3
232,16489,16493.4,15789,15790.0
233,16488,16486.1,15803,15790.7
234,16482,16482.3,15789,15792.3
235,16475,16482.9,15800,15794.6
236,16483,16487.7,15800,15797.5
237,16480,16495.5,15809,15800.6
238,16494,16504.5,15797,15803.6
239,16521,16512.3,15796,15806.3
240,16516,16517.1,15809,15808.4
241,16510,16517.7,15820,15809.7
242,16526,16513.9,15794,15810.0
243,16495,16506.6,15816,15809.3
244,16487,16497.7,15805,15807.7
245,16490,16489.4,15811,15805.4
246,16482,16483.7,15803,15802.5
247,16476,16482.0,15810,15799.4
248,16481,16484.8,15799,15796.4
249,16487,16491.3,15795,15793.7
250,16499,16500.0,15790,15791.6
251,16501,16508.7,15797,15790.3
252,16527,16515.2,15792,15790.0
253,16524,16518.0,15797,15790.7
254,16524,16516.3,15795,15792.3
255,16512,16510.6,15802,15794.6
256,16503,16502.3,15790,15797.5
257,16494,16493.4,15785,15800.6
258,16486,16486.1,15807,15803.6
259,16492,16482.3,15808,15806.3
260,16490,16482.9,15808,15808.4
261,16479,16487.7,15798,15809.7
262,16488,16495.5,15799,15810.0
263,16510,16504.5,15808,15809.3
264,16517,16512.3,15808,15807.7
265,16525,16517.1,15814,15805.4
266,16513,16517.7,15800,15802.5
267,16510,16513.9,15786,15799.4
268,16512,16506.6,15806,15796.4
269,16498,16497.7,15790,15793.7
270,16498,16489.4,15773,15791.6
271,16485,16483.7,15791,15790.3
272,16477,16482.0,15801,15790.0
273,16493,16484.8,15789,15790.7
274,16491,16491.3,15789,15792.3
275,16496,16500.0,15784,15794.6
276,16520,16508.7,15806,15797.5
277,16522,16515.2,15792,15800.6
278,16535,16518.0,15819,15803.6
279,16518,16516.3,15799,15806.3
280,16504,16510.6,15812,15808.4
281,16495,16502.3,15809,15809.7
282,16502,16493.4,15798,15810.0
283,16502,16486.1,15822,15809.3
284,16472,16482.3,15796,15807.7
285,16481,16482.9,15797,15805.4
286,16486,16487.7,15782,15802.5
287,16494,16495.5,15814,15799.4
288,16496,16504.5,15794,15796.4
289,16500,16512.3,15799,15793.7
290,16515,16517.1,15807,15791.6
291,16519,16517.7,15787,15790.3
292,16518,16513.9,15786,15790.0
293,16496,16506.6,15793,15790.7
294,16496,16497.7,15794,15792.3
295,16492,16489.4,15791,15794.6
296,16487,16483.7,15811,15797.5
297,16473,16482.0,15814,15800.6
298,16483,16484.8,15797,15803.6
299,16511,16491.3,15808,15806.3
