# px1=30,200  px2=90,60  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
60,16823,16814.7,16080,16094.6
61,16816,16809.2,16093,16091.2
62,16804,16803.1,16084,16088.5
63,16793,16796.9,16090,16086.5
64,16798,16790.8,16073,16085.3
65,16787,16785.3,16081,16085.0
66,16773,16780.7,16089,16085.7
67,16775,16777.4,16082,16087.3
68,16769,16775.4,16092,16089.7
69,16775,16775.0,16084,16092.7
70,16769,16776.2,16095,16096.2
71,16782,16778.9,16092,16099.9
72,16787,16782.9,16097,16103.7
73,16810,16788.0,16100,16107.2
74,16787,16793.8,16112,16110.2
75,16793,16800.0,16119,16112.6
76,16821,16806.2,16111,16114.2
77,16813,16812.0,16111,16115.0
78,16817,16817.1,16126,16114.7
79,16828,16821.1,16106,16113.6
80,16836,16823.8,16121,16111.6
81,16829,16825.0,16104,16108.9
82,16825,16824.6,16099,16105.6
83,16826,16822.6,16099,16102.0
84,16801,16819.3,16106,16098.2
85,16816,16814.7,16103,16094.6
86,16808,16809.2,16093,16091.2
87,16812,16803.1,16092,16088.5
88,16799,16796.9,16112,16086.5
89,16789,16790.8,16087,16085.3
90,16799,16785.3,16079,16085.0
91,16772,16780.7,16074,16085.7
92,16782,16777.4,16092,16087.3
93,16781,16775.4,16079,16089.7
94,16783,16775.0,16102,16092.7
95,16775,16776.2,16096,16096.2
96,16784,16778.9,16103,16099.9
97,16788,16782.9,16095,16103.7
98,16787,16788.0,16097,16107.2
99,16799,16793.8,16114,16110.2
100,16799,16800.0,16115,16112.6
101,16794,16806.2,16121,16114.2
102,16808,16812.0,16116,16115.0
103,16826,16817.1,16109,16114.7
104,16831,16821.1,16115,16113.6
105,16824,16823.8,16116,16111.6
106,16815,16825.0,16114,16108.9
107,16825,16824.6,16114,16105.6
108,16821,16822.6,16099,16102.0
109,16822,16819.3,16098,16098.2
110,16805,16814.7,16093,16094.6
111,16819,16809.2,16091,16091.2
112,16796,16803.1,16094,16088.5
113,16782,16796.9,16069,16086.5
114,16791,16790.8,16087,16085.3
115,16787,16785.3,16078,16085.0
116,16780,16780.7,16075,16085.7
117,16779,16777.4,16074,16087.3
118,16774,16775.4,16092,16089.7
119,16761,16775.0,16089,16092.7
120,16783,16776.2,16109,16096.2
121,16767,16778.9,16103,16099.9
122,16773,16782.9,16093,16103.7
123,16801,16788.0,16113,16107.2
124,16787,16793.8,16112,16110.2
125,16805,16800.0,16114,16112.6
126,16824,16806.2,16119,16114.2
127,16788,16812.0,16113,16115.0
128,16811,16817.1,16113,16114.7
129,16821,16821.1,16108,16113.6
130,16815,16823.8,16123,16111.6
131,16830,16825.0,16104,16108.9
132,16830,16824.6,16111,16105.6
133,16833,16822.6,16094,16102.0
134,16826,16819.3,16093,16098.2
135,16824,16814.7,16093,16094.6
136,16791,16809.2,16092,16091.2
137,16789,16803.1,16087,16088.5
138,16796,16796.9,16083,16086.5
139,16779,16790.8,16076,16085.3
140,16779,16785.3,16083,16085.0
141,16791,16780.7,16091,16085.7
142,16774,16777.4,16097,16087.3
143,16764,16775.4,16095,16089.7
144,16774,16775.0,16095,16092.7
145,16781,16776.2,16091,16096.2
146,16785,16778.9,16100,16099.9
147,16802,16782.9,16101,16103.7
148,16798,16788.0,16112,16107.2
149,16784,16793.8,16121,16110.2
150,16792,16800.0,16095,16112.6
151,16813,16806.2,16123,16114.2
152,16812,16812.0,16113,16115.0
153,16830,16817.1,16120,16114.7
154,16816,16821.1,16119,16113.6
155,16814,16823.8,16107,16111.6
156,16817,16825.0,16091,16108.9
157,16815,16824.6,16115,16105.6
158,16814,16822.6,16098,16102.0
159,16810,16819.3,16105,16098.2
160,16815,16814.7,16098,16094.6
161,16808,16809.2,16082,16091.2
162,16795,16803.1,16095,16088.5
163,16796,16796.9,16093,16086.5
164,16765,16790.8,16094,16085.3
165,16781,16785.3,16102,16085.0
166,16777,16780.7,16086,16085.7
167,16783,16777.4,16080,16087.3
168,16782,16775.4,16085,16089.7
169,16785,16775.0,16099,16092.7
170,16780,16776.2,16090,16096.2
171,16777,16778.9,16102,16099.9
172,16767,16782.9,16099,16103.7
173,16795,16788.0,16097,16107.2
174,16804,16793.8,16105,16110.2
175,16803,16800.0,16103,16112.6
176,16810,16806.2,16118,16114.2
177,16821,16812.0,16126,16115.0
178,16827,16817.1,16116,16114.7
179,16811,16821.1,16124,16113.6
180,16813,16823.8,16108,16111.6
181,16831,16825.0,16112,16108.9
182,16837,16824.6,16106,16105.6
183,16809,16822.6,16100,16102.0
184,16821,16819.3,16095,16098.2
185,16826,16814.7,16093,16094.6
186,16798,16809.2,16095,16091.2
187,16794,16803.1,16102,16088.5
188,16799,16796.9,16075,16086.5
189,16799,16790.8,16104,16085.3
190,16769,16785.3,16092,16085.0
191,16785,16780.7,16087,16085.7
192,16780,16777.4,16091,16087.3
193,16770,16775.4,16101,16089.7
194,16764,16775.0,16108,16092.7
195,16788,16776.2,16087,16096.2
196,16779,16778.9,16111,16099.9
197,16779,16782.9,16102,16103.7
198,16785,16788.0,16116,16107.2
199,16789,16793.8,16110,16110.2
200,16804,16800.0,16111,16112.6
201,16799,16806.2,16104,16114.2
202,16800,16812.0,16106,16115.0
203,16803,16817.1,16109,16114.7
204,16824,16821.1,16114,16113.6
205,16817,16823.8,16103,16111.6
206,16817,16825.0,16098,16108.9
207,16815,16824.6,16111,16105.6
208,16811,16822.6,16102,16102.0
209,16814,16819.3,16118,16098.2
210,16800,16814.7,16096,16094.6
211,16807,16809.2,16085,16091.2
212,16806,16803.1,16090,16088.5
213,16788,16796.9,16090,16086.5
214,16794,16790.8,16096,16085.3
215,16780,16785.3,16097,16085.0
216,16779,16780.7,16070,16085.7
217,16782,16777.4,16087,16087.3
218,16768,16775.4,16097,16089.7
219,16771,16775.0,16101,16092.7
220,16776,16776.2,16102,16096.2
221,16784,16778.9,16104,16099.9
222,16775,16782.9,16111,16103.7
223,16788,16788.0,16123,16107.2
224,16798,16793.8,16116,16110.2
225,16794,16800.0,16109,16112.6
226,16807,16806.2,16105,16114.2
227,16803,16812.0,16114,16115.0
228,16816,16817.1,16116,16114.7
229,16830,16821.1,16110,16113.6
230,16829,16823.8,16110,16111.6
231,16823,16825.0,16111,16108.9
232,16808,16824.6,16106,16105.6
233,16818,16822.6,16095,16102.0
234,16804,16819.3,16095,16098.2
235,16800,16814.7,16102,16094.6
236,16807,16809.2,16078,16091.2
237,16798,16803.1,16095,16088.5
238,16792,16796.9,16084,16086.5
239,16788,16790.8,16084,16085.3
240,16772,16785.3,16085,16085.0
241,16776,16780.7,16109,16085.7
242,16776,16777.4,16084,16087.3
243,16783,16775.4,16088,16089.7
244,16777,16775.0,16086,16092.7
245,16789,16776.2,16091,16096.2
246,16782,16778.9,16109,16099.9
247,16780,16782.9,16104,16103.7
248,16793,16788.0,16113,16107.2
249,16785,16793.8,16112,16110.2
250,16792,16800.0,16107,16112.6
251,16801,16806.2,16124,16114.2
252,16825,16812.0,16136,16115.0
253,16817,16817.1,16108,16114.7
254,16813,16821.1,16126,16113.6
255,16811,16823.8,16109,16111.6
256,16820,16825.0,16123,16108.9
257,16816,16824.6,16114,16105.6
258,16833,16822.6,16101,16102.0
259,16823,16819.3,16086,16098.2
260,16814,16814.7,16093,16094.6
261,16789,16809.2,16095,16091.2
262,16806,16803.1,16075,16088.5
263,16786,16796.9,16080,16086.5
264,16787,16790.8,16083,16085.3
265,16778,16785.3,16077,16085.0
266,16783,16780.7,16082,16085.7
267,16777,16777.4,16085,16087.3
268,16779,16775.4,16088,16089.7
269,16782,16775.0,16094,16092.7
270,16783,16776.2,16106,16096.2
271,16767,16778.9,16107,16099.9
272,16797,16782.9,16096,16103.7
273,16788,16788.0,16104,16107.2
274,16797,16793.8,16114,16110.2
275,16795,16800.0,16123,16112.6
276,16799,16806.2,16113,16114.2
277,16820,16812.0,16131,16115.0
278,16813,16817.1,16121,16114.7
279,16823,16821.1,16101,16113.6
280,16816,16823.8,16102,16111.6
281,16821,16825.0,16106,16108.9
282,16825,16824.6,16116,16105.6
283,16826,16822.6,16123,16102.0
284,16817,16819.3,16105,16098.2
285,16818,16814.7,16107,16094.6
286,16806,16809.2,16098,16091.2
287,16816,16803.1,16083,16088.5
288,16796,16796.9,16090,16086.5
289,16787,16790.8,16078,16085.3
290,16800,16785.3,16083,16085.0
291,16795,16780.7,16082,16085.7
292,16776,16777.4,16094,16087.3
293,16774,16775.4,16082,16089.7
294,16769,16775.0,16095,16092.7
295,16771,16776.2,16097,16096.2
296,16761,16778.9,16095,16099.9
297,16781,16782.9,16100,16103.7
298,16780,16788.0,16100,16107.2
299,16794,16793.8,16122,16110.2
