# px1=10,50  px2=50,180  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
158,17166,17171.5,15385,15394.9
159,17167,17175.7,15408,15407.3
160,17210,17200.0,15417,15416.8
161,17234,17224.3,15421,15420.0
162,17225,17228.5,15437,15415.5
163,17224,17209.3,15407,15405.1
164,17176,17182.4,15380,15392.7
165,17173,17170.0,15381,15383.2
166,17186,17182.4,15383,15380.0
167,17213,17209.3,15394,15384.5
168,17231,17228.5,15389,15394.9
169,17218,17224.3,15412,15407.3
170,17191,17200.0,15423,15416.8
171,17181,17175.7,15420,15420.0
172,17165,17171.5,15401,15415.5
173,17182,17190.7,15392,15405.1
174,17218,17217.6,15389,15392.7
175,17223,17230.0,15390,15383.2
176,17219,17217.6,15380,15380.0
177,17195,17190.7,15393,15384.5
178,17159,17171.5,15401,15394.9
179,17161,17175.7,15401,15407.3
180,17208,17200.0,15422,15416.8
181,17230,17224.3,15421,15420.0
182,17240,17228.5,15403,15415.5
183,17207,17209.3,15405,15405.1
184,17199,17182.4,15401,15392.7
185,17178,17170.0,15377,15383.2
186,17200,17182.4,15384,15380.0
187,17201,17209.3,15403,15384.5
188,17217,17228.5,15388,15394.9
189,17222,17224.3,15399,15407.3
190,17204,17200.0,15419,15416.8
191,17177,17175.7,15435,15420.0
192,17158,17171.5,15426,15415.5
193,17184,17190.7,15417,15405.1
194,17233,17217.6,15411,15392.7
195,17228,17230.0,15374,15383.2
196,17220,17217.6,15380,15380.0
197,17177,17190.7,15390,15384.5
198,17164,17171.5,15406,15394.9
199,17183,17175.7,15405,15407.3
200,17200,17200.0,15415,15416.8
201,17221,17224.3,15445,15420.0
202,17221,17228.5,15416,15415.5
203,17217,17209.3,15402,15405.1
204,17177,17182.4,15382,15392.7
205,17180,17170.0,15389,15383.2
206,17186,17182.4,15368,15380.0
207,17213,17209.3,15387,15384.5
208,17226,17228.5,15384,15394.9
209,17224,17224.3,15400,15407.3
210,17201,17200.0,15417,15416.8
211,17173,17175.7,15427,15420.0
212,17171,17171.5,15420,15415.5
213,17194,17190.7,15413,15405.1
214,17210,17217.6,15390,15392.7
215,17237,17230.0,15384,15383.2
216,17227,17217.6,15386,15380.0
217,17187,17190.7,15392,15384.5
218,17169,17171.5,15403,15394.9
219,17191,17175.7,15416,15407.3
220,17218,17200.0,15404,15416.8
221,17220,17224.3,15418,15420.0
222,17225,17228.5,15418,15415.5
223,17206,17209.3,15414,15405.1
224,17190,17182.4,15396,15392.7
225,17162,17170.0,15388,15383.2
226,17188,17182.4,15383,15380.0
227,17210,17209.3,15396,15384.5
228,17224,17228.5,15392,15394.9
229,17230,17224.3,15412,15407.3
230,17207,17200.0,15415,15416.8
231,17165,17175.7,15410,15420.0
232,17168,17171.5,15422,15415.5
233,17197,17190.7,15391,15405.1
234,17222,17217.6,15392,15392.7
235,17222,17230.0,15401,15383.2
236,17220,17217.6,15387,15380.0
237,17211,17190.7,15380,15384.5
238,17168,17171.5,15407,15394.9
239,17165,17175.7,15408,15407.3
240,17200,17200.0,15425,15416.8
241,17228,17224.3,15413,15420.0
242,17236,17228.5,15422,15415.5
243,17201,17209.3,15400,15405.1
244,17178,17182.4,15384,15392.7
245,17179,17170.0,15381,15383.2
246,17180,17182.4,15372,15380.0
247,17206,17209.3,15396,15384.5
248,17235,17228.5,15382,15394.9
249,17216,17224.3,15412,15407.3
250,17196,17200.0,15412,15416.8
251,17169,17175.7,15409,15420.0
252,17172,17171.5,15412,15415.5
253,17200,17190.7,15405,15405.1
254,17210,17217.6,15398,15392.7
255,17241,17230.0,15377,15383.2
256,17204,17217.6,15376,15380.0
257,17180,17190.7,15398,15384.5
258,17160,17171.5,15392,15394.9
259,17188,17175.7,15414,15407.3
260,17196,17200.0,15411,15416.8
261,17223,17224.3,15418,15420.0
262,17241,17228.5,15414,15415.5
263,17198,17209.3,15413,15405.1
264,17191,17182.4,15391,15392.7
265,17176,17170.0,15384,15383.2
266,17173,17182.4,15379,15380.0
267,17200,17209.3,15379,15384.5
268,17221,17228.5,15398,15394.9
269,17226,17224.3,15397,15407.3
270,17193,17200.0,15417,15416.8
271,17179,17175.7,15421,15420.0
272,17154,17171.5,15426,15415.5
273,17205,17190.7,15418,15405.1
274,17222,17217.6,15398,15392.7
275,17225,17230.0,15385,15383.2
276,17209,17217.6,15381,15380.0
277,17179,17190.7,15389,15384.5
278,17169,17171.5,15401,15394.9
279,17177,17175.7,15404,15407.3
280,17207,17200.0,15407,15416.8
281,17222,17224.3,15416,15420.0
282,17234,17228.5,15415,15415.5
283,17211,17209.3,15409,15405.1
284,17164,17182.4,15385,15392.7
285,17171,17170.0,15391,15383.2
286,17187,17182.4,15391,15380.0
287,17207,17209.3,15385,15384.5
288,17225,17228.5,15391,15394.9
289,17218,17224.3,15403,15407.3
290,17198,17200.0,15412,15416.8
291,17176,17175.7,15405,15420.0
292,17175,17171.5,15417,15415.5
293,17194,17190.7,15401,15405.1
294,17214,17217.6,15401,15392.7
295,17229,17230.0,15399,15383.2
296,17206,17217.6,15378,15380.0
297,17182,17190.7,15378,15384.5
298,17165,17171.5,15391,15394.9
299,17182,17175.7,15398,15407.3
