# px1=55,100  px2=100,155  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
131,16296,16309.4,16313,16316.0
132,16325,16315.2,16306,16312.4
133,16300,16315.2,16303,16304.1
134,16318,16309.4,16280,16294.2
135,16302,16300.0,16290,16286.5
136,16295,16290.6,16288,16284.0
137,16290,16284.8,16275,16287.6
138,16290,16284.8,16307,16295.9
139,16289,16290.6,16309,16305.8
140,16292,16300.0,16324,16313.5
141,16304,16309.4,16329,16316.0
142,16312,16315.2,16318,16312.4
143,16311,16315.2,16319,16304.1
144,16294,16309.4,16297,16294.2
145,16283,16300.0,16277,16286.5
146,16306,16290.6,16291,16284.0
147,16269,16284.8,16288,16287.6
148,16280,16284.8,16300,16295.9
149,16305,16290.6,16311,16305.8
150,16303,16300.0,16318,16313.5
151,16301,16309.4,16322,16316.0
152,16323,16315.2,16307,16312.4
153,16310,16315.2,16316,16304.1
154,16311,16309.4,16285,16294.2
155,16297,16300.0,16283,16286.5
156,16290,16290.6,16283,16284.0
157,16283,16284.8,16301,16287.6
158,16291,16284.8,16308,16295.9
159,16277,16290.6,16307,16305.8
160,16309,16300.0,16319,16313.5
161,16304,16309.4,16310,16316.0
162,16323,16315.2,16311,16312.4
163,16320,16315.2,16305,16304.1
164,16308,16309.4,16295,16294.2
165,16293,16300.0,16300,16286.5
166,16295,16290.6,16295,16284.0
167,16281,16284.8,16283,16287.6
168,16282,16284.8,16289,16295.9
169,16296,16290.6,16312,16305.8
170,16296,16300.0,16311,16313.5
171,16312,16309.4,16310,16316.0
172,16312,16315.2,16325,16312.4
173,16309,16315.2,16300,16304.1
174,16329,16309.4,16277,16294.2
175,16291,16300.0,16301,16286.5
176,16287,16290.6,16288,16284.0
177,16302,16284.8,16282,16287.6
178,16280,16284.8,16299,16295.9
179,16290,16290.6,16302,16305.8
180,16299,16300.0,16303,16313.5
181,16313,16309.4,16323,16316.0
182,16314,16315.2,16311,16312.4
183,16320,16315.2,16300,16304.1
184,16307,16309.4,16294,16294.2
185,16312,16300.0,16286,16286.5
186,16290,16290.6,16283,16284.0
187,16282,16284.8,16280,16287.6
188,16277,16284.8,16303,16295.9
189,16286,16290.6,16307,16305.8
190,16296,16300.0,16303,16313.5
191,16306,16309.4,16327,16316.0
192,16312,16315.2,16307,16312.4
193,16312,16315.2,16301,16304.1
194,16311,16309.4,16291,16294.2
195,16299,16300.0,16283,16286.5
196,16293,16290.6,16287,16284.0
197,16286,16284.8,16293,16287.6
198,16284,16284.8,16306,16295.9
199,16294,16290.6,16318,16305.8
200,16299,16300.0,16316,16313.5
201,16304,16309.4,16316,16316.0
202,16322,16315.2,16309,16312.4
203,16327,16315.2,16304,16304.1
204,16322,16309.4,16286,16294.2
205,16298,16300.0,16283,16286.5
206,16299,16290.6,16289,16284.0
207,16284,16284.8,16284,16287.6
208,16285,16284.8,16302,16295.9
209,16297,16290.6,16305,16305.8
210,16296,16300.0,16314,16313.5
211,16310,16309.4,16318,16316.0
212,16312,16315.2,16326,16312.4
213,16310,16315.2,16316,16304.1
214,16321,16309.4,16302,16294.2
215,16315,16300.0,16291,16286.5
216,16288,16290.6,16280,16284.0
217,16279,16284.8,16294,16287.6
218,16273,16284.8,16285,16295.9
219,16303,16290.6,16314,16305.8
220,16303,16300.0,16321,16313.5
221,16316,16309.4,16314,16316.0
222,16303,16315.2,16323,16312.4
223,16319,16315.2,16293,16304.1
224,16311,16309.4,16290,16294.2
225,16299,16300.0,16284,16286.5
226,16295,16290.6,16282,16284.0
227,16276,16284.8,16293,16287.6
228,16289,16284.8,16285,16295.9
229,16294,16290.6,16313,16305.8
230,16299,16300.0,16315,16313.5
231,16303,16309.4,16302,16316.0
232,16319,16315.2,16312,16312.4
233,16319,16315.2,16302,16304.1
234,16307,16309.4,16295,16294.2
235,16299,16300.0,16293,16286.5
236,16287,16290.6,16272,16284.0
237,16286,16284.8,16277,16287.6
238,16265,16284.8,16287,16295.9
239,16287,16290.6,16299,16305.8
240,16288,16300.0,16312,16313.5
241,16319,16309.4,16323,16316.0
242,16315,16315.2,16320,16312.4
243,16312,16315.2,16297,16304.1
244,16315,16309.4,16286,16294.2
245,16303,16300.0,16286,16286.5
246,16288,16290.6,16280,16284.0
247,16294,16284.8,16275,16287.6
248,16287,16284.8,16294,16295.9
249,16285,16290.6,16306,16305.8
250,16303,16300.0,16313,16313.5
251,16311,16309.4,16327,16316.0
252,16310,16315.2,16316,16312.4
253,16301,16315.2,16308,16304.1
254,16294,16309.4,16299,16294.2
255,16296,16300.0,16288,16286.5
256,16279,16290.6,16284,16284.0
257,16291,16284.8,16293,16287.6
258,16285,16284.8,16296,16295.9
259,16300,16290.6,16312,16305.8
260,16295,16300.0,16309,16313.5
261,16304,16309.4,16316,16316.0
262,16306,16315.2,16295,16312.4
263,16313,16315.2,16306,16304.1
264,16311,16309.4,16303,16294.2
265,16290,16300.0,16282,16286.5
266,16279,16290.6,16286,16284.0
267,16284,16284.8,16284,16287.6
268,16285,16284.8,16290,16295.9
269,16282,16290.6,16318,16305.8
270,16306,16300.0,16312,16313.5
271,16297,16309.4,16314,16316.0
272,16320,16315.2,16314,16312.4
273,16323,16315.2,16314,16304.1
274,16309,16309.4,16290,16294.2
275,16296,16300.0,16283,16286.5
276,16298,16290.6,16281,16284.0
277,16271,16284.8,16291,16287.6
278,16284,16284.8,16292,16295.9
279,16275,16290.6,16315,16305.8
280,16306,16300.0,16304,16313.5
281,16311,16309.4,16307,16316.0
282,16304,16315.2,16296,16312.4
283,16321,16315.2,16311,16304.1
284,16307,16309.4,16294,16294.2
285,16314,16300.0,16280,16286.5
286,16281,16290.6,16285,16284.0
287,16289,16284.8,16285,16287.6
288,16273,16284.8,16290,16295.9
289,16296,16290.6,16312,16305.8
290,16287,16300.0,16304,16313.5
291,16302,16309.4,16316,16316.0
292,16333,16315.2,16310,16312.4
293,16316,16315.2,16298,16304.1
294,16330,16309.4,16289,16294.2
295,16296,16300.0,16288,16286.5
296,16280,16290.6,16290,16284.0
297,16285,16284.8,16281,16287.6
298,16280,16284.8,16281,16295.9
299,16286,16290.6,16288,16305.8
